2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 0.010000 
2 1.000000 1.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 1.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 1.000000 1.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 1.000000 
2 1.000000 1.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 -1277338331050244111613076923688966220846211139619638077833405469313026477393038438932009495788485161478712361176348133829479288324822065588416807407806488959935526910787210129508139464019719101988800756240271608430353452596793776855257534499133522142166543675228094842885742157443082170432225280.000000 
2 2.000000 3.000000 0.000000 
2 1.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 6003382444897170096377077591550345992189044670147202067713400363810816.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 2.000000 3.000000 0.000000 
2 2.000000 3.000000 0.010000 
2 1.000000 1.000000 0.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 1.000000 1.000000 
2 1.000000 3.000000 0.000000 
2 1.000000 3.000000 5.000000 
2 2.000000 3.000000 0.010000 
2 2.000000 3.000000 0.010000 
2 1.000000 3.000000 6003382444897170096377077591550345992189044670147202067713400363810816.000000 
2 2.000000 3.000000 0.010000 
