1 1.000000 4.000000 
1 2.000000 6.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 5.000000 8.000000 
1 3.000000 2.000000 
1 2.000000 6.000000 
1 5.000000 8.000000 
1 3.000000 2.000000 
1 2.000000 6.000000 
1 5.000000 8.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 5.000000 8.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 3.000000 2.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 3.000000 2.000000 
1 2.000000 6.000000 
1 2.000000 6.000000 
1 3.000000 2.000000 
1 2.000000 6.000000 
1 1.000000 4.000000 
1 5.000000 8.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 1.000000 4.000000 
1 5.000000 8.000000 
1 5.000000 8.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 3.000000 2.000000 
1 1.000000 4.000000 
1 2.000000 6.000000 
1 1.000000 4.000000 
1 5.000000 8.000000 
1 5.000000 8.000000 
1 3.000000 2.000000 
2 4.000000 5.000000 
2 7.000000 6.000000 
2 7.000000 6.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 7.000000 6.000000 
2 8.000000 1.000000 
2 8.000000 1.000000 
2 6.000000 3.000000 
2 7.000000 6.000000 
2 4.000000 5.000000 
2 8.000000 1.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 4.000000 5.000000 
2 8.000000 1.000000 
2 8.000000 1.000000 
2 8.000000 1.000000 
2 4.000000 5.000000 
2 4.000000 5.000000 
2 4.000000 5.000000 
2 7.000000 6.000000 
2 8.000000 1.000000 
2 6.000000 3.000000 
2 4.000000 5.000000 
2 4.000000 5.000000 
2 6.000000 3.000000 
2 8.000000 1.000000 
2 7.000000 6.000000 
2 6.000000 3.000000 
2 8.000000 1.000000 
2 6.000000 3.000000 
2 8.000000 1.000000 
2 4.000000 5.000000 
2 8.000000 1.000000 
2 4.000000 5.000000 
2 8.000000 1.000000 
2 8.000000 1.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 6.000000 3.000000 
2 7.000000 6.000000 
2 4.000000 5.000000 
2 7.000000 6.000000 
2 4.000000 5.000000 
2 4.000000 5.000000 
2 4.000000 5.000000 
